,engagement_id,customer_id,service_id,quantity,billed_amount,engagement_date,recorded_by
1152,ENG11152,CUST1016,PROD001,1,52156.1,2023-08-28,FinMark BI Team
1153,ENG11153,CUST1096,PROD004,3,49309.74,2022-01-22,FinMark BI Team
1154,ENG11154,CUST1065,PROD014,2,44113.23,2025-04-10,FinMark BI Team
1155,ENG11155,CUST1077,PROD001,2,29221.46,2023-01-18,FinMark BI Team
1156,ENG11156,CUST1052,PROD014,2 units,54356.43,2022-05-14,FinMark BI Team
1158,ENG11158,CUST1038,PROD014,2,75278.45,2024-11-14,FinMark BI Team
1159,ENG11159,CUST1050,PROD020,1,54991.45,2023-05-18,FinMark BI Team
1160,ENG11160,CUST1069,PROD003,1,55570.41,2025-04-23,FinMark BI Team
1161,ENG11161,CUST1005,PROD003,3,41295.48,2025-01-13,FinMark BI Team
1162,ENG11162,CUST1066,PROD009,1,23119.36,2022-05-24,FinMark BI Team
1164,ENG11164,CUST1050,PROD013,1,45400.11,2022-08-12,FinMark BI Team
1165,ENG11165,CUST1071,PROD002,1,25073.92,2022-08-08,FinMark BI Team
1166,ENG11166,CUST1041,PROD008,3,56410.82,2022-06-28,FinMark BI Team
1167,ENG11167,CUST1063,PROD002,1,72858.38,2023-03-09,FinMark BI Team
1168,ENG11168,CUST1014,PROD004,2 units,72974.89,2022-09-22,FinMark BI Team
1169,ENG11169,CUST1028,PROD015,2 units,59542.72,2024-08-11,FinMark BI Team
1170,ENG11170,CUST1032,PROD004,2 units,32673.91,2023-03-05,FinMark BI Team
1171,ENG11171,CUST1093,PROD013,2 units,71779.81,2023-02-20,FinMark BI Team
1172,ENG11172,CUST1026,PROD012,1,73165.61,2023-12-28,FinMark BI Team
1173,ENG11173,CUST1035,PROD013,2 units,31799.22,2022-07-16,FinMark BI Team
1174,ENG11174,CUST1028,PROD014,1,64245.57,2024-12-12,FinMark BI Team
1175,ENG11175,CUST1037,PROD020,3,37191.17,2023-04-25,FinMark BI Team
1178,ENG11178,CUST1026,PROD011,2 units,21801.56,2024-06-08,FinMark BI Team
1179,ENG11179,CUST1054,PROD002,2 units,73841.95,2024-07-13,FinMark BI Team
1180,ENG11180,CUST1032,PROD019,1,57357.83,2022-05-03,FinMark BI Team
1183,ENG11183,CUST1065,PROD019,1,70843.28,2024-02-17,FinMark BI Team
1184,ENG11184,CUST1009,PROD002,1,23743.64,2022-12-14,FinMark BI Team
1185,ENG11185,CUST1004,PROD010,3,40116.74,2022-01-29,FinMark BI Team
1186,ENG11186,CUST1073,PROD002,3,24020.99,2024-09-01,FinMark BI Team
1187,ENG11187,CUST1096,PROD011,2 units,78520.59,2022-02-04,FinMark BI Team
1189,ENG11189,CUST1012,PROD015,3,71152.85,2023-09-15,FinMark BI Team
1191,ENG11191,CUST1046,PROD019,1,25106.21,2023-08-12,FinMark BI Team
1193,ENG11193,CUST1087,PROD003,1,24262.09,2025-03-16,FinMark BI Team
1194,ENG11194,CUST1051,PROD009,3,32647.59,2024-12-26,FinMark BI Team
1195,ENG11195,CUST1055,PROD014,1,33761.95,2024-06-22,FinMark BI Team
1196,ENG11196,CUST1014,PROD019,3,48146.43,2023-06-04,FinMark BI Team
1197,ENG11197,CUST1028,PROD007,1,36113.73,2022-05-02,FinMark BI Team
1198,ENG11198,CUST1007,PROD016,1,26058.69,2022-12-06,FinMark BI Team
1199,ENG11199,CUST1004,PROD016,2,30049.47,2022-06-24,FinMark BI Team
